epoch,accuracy,dice_coef,iou,loss,lr,mse,precision,recall,val_accuracy,val_dice_coef,val_iou,val_loss,val_mse,val_precision,val_recall
0,0.9759225249290466,0.3230283558368683,0.26682278513908386,0.6769731044769287,1e-04,0.02251354046165943,0.48388147354125977,0.7565631866455078,0.9818476438522339,0.23830848932266235,0.19595114886760712,0.7615433931350708,0.018035242334008217,0.566145658493042,0.7677832245826721
1,0.9852333068847656,0.373156875371933,0.3260515332221985,0.6268431544303894,1e-04,0.015005341731011868,0.6557137370109558,0.7730234861373901,0.9859265685081482,0.25058138370513916,0.21258477866649628,0.7492626309394836,0.014441774226725101,0.6640920639038086,0.7497219443321228
2,0.9872138500213623,0.39063048362731934,0.34871241450309753,0.6093701720237732,1e-04,0.013105053454637527,0.7035149931907654,0.78951096534729,0.9876478314399719,0.2575835883617401,0.22230370342731476,0.7422564029693604,0.012846732512116432,0.714623212814331,0.7512479424476624
3,0.9881225824356079,0.3980482220649719,0.3587484359741211,0.6019516587257385,1e-04,0.012209819629788399,0.7277725338935852,0.7951347827911377,0.9884975552558899,0.2639346122741699,0.22962939739227295,0.7359012961387634,0.012100253254175186,0.7410300970077515,0.7523438334465027
4,0.9884588718414307,0.4051733613014221,0.3676208257675171,0.5948265790939331,1e-04,0.01184728741645813,0.7354444265365601,0.8021421432495117,0.985275387763977,0.2612186074256897,0.22558650374412537,0.7386189103126526,0.015039133839309216,0.6358458399772644,0.7984945774078369
5,0.9895378947257996,0.41270706057548523,0.37743687629699707,0.5872923135757446,1e-04,0.01077999733388424,0.765944242477417,0.8094605803489685,0.9894043803215027,0.27048373222351074,0.2373349964618683,0.7293481230735779,0.011102438904345036,0.7669801712036133,0.766172468662262
6,0.989962637424469,0.4188946485519409,0.3858482539653778,0.5811043381690979,1e-04,0.010319596156477928,0.7765718698501587,0.8168380260467529,0.98859703540802,0.27036386728286743,0.23734542727470398,0.7294681668281555,0.011804223991930485,0.7276848554611206,0.793538510799408
7,0.9903340339660645,0.4226713180541992,0.3909170925617218,0.5773286819458008,1e-04,0.009953589178621769,0.7870133519172668,0.8205242156982422,0.9856218695640564,0.2628493309020996,0.22738060355186462,0.7369872331619263,0.014670056290924549,0.6412366628646851,0.8135959506034851
8,0.9906129837036133,0.4259716868400574,0.39513102173805237,0.5740282535552979,1e-04,0.009691523388028145,0.7948268055915833,0.8235383629798889,0.9864351153373718,0.26369816064834595,0.22746466100215912,0.736138105392456,0.013856456615030766,0.6630510687828064,0.8052160739898682
9,0.9907833337783813,0.4293932318687439,0.399931401014328,0.5706063508987427,1e-04,0.009501060470938683,0.798055112361908,0.8286002278327942,0.989712655544281,0.26718804240226746,0.23242412507534027,0.7326460480690002,0.010848760604858398,0.7965174913406372,0.7341371774673462
10,0.990993082523346,0.43226248025894165,0.4031507074832916,0.5677372813224792,1e-04,0.0092867286875844,0.8039761781692505,0.8308715224266052,0.9892520308494568,0.27235159277915955,0.23885571956634521,0.7274792194366455,0.011254818178713322,0.7565329670906067,0.7762591242790222
11,0.9913575649261475,0.43649664521217346,0.40886160731315613,0.5635038614273071,1e-04,0.008936907164752483,0.8140648603439331,0.8357410430908203,0.9904332160949707,0.2833038866519928,0.2538580000400543,0.7165201306343079,0.009962046518921852,0.7868326306343079,0.8008428812026978
12,0.9914677143096924,0.4390501379966736,0.4120659828186035,0.5609496235847473,1e-04,0.008809849619865417,0.8142328262329102,0.8422770500183105,0.9896556735038757,0.27879247069358826,0.2471543848514557,0.7210341095924377,0.010682686232030392,0.7552562355995178,0.8104228973388672
13,0.9916560053825378,0.44093412160873413,0.4142385423183441,0.5590656995773315,1e-04,0.008617773652076721,0.8204059600830078,0.8431509733200073,0.989500105381012,0.2809620797634125,0.2503582239151001,0.7188630700111389,0.010833808220922947,0.746415376663208,0.8187112212181091
14,0.9917625188827515,0.44401320815086365,0.4175359308719635,0.5559866428375244,1e-04,0.008509539999067783,0.8214178085327148,0.8477125763893127,0.991245448589325,0.2818933427333832,0.2531914710998535,0.7179319262504578,0.009197643958032131,0.8171002268791199,0.8008156418800354
15,0.9918714761734009,0.44583994150161743,0.41999751329421997,0.5541602373123169,1e-04,0.008391359820961952,0.8239726424217224,0.850113034248352,0.9910718202590942,0.2875358462333679,0.2583802044391632,0.7122853398323059,0.009339177049696445,0.80422443151474,0.8115097880363464
16,0.9918136596679688,0.4470617473125458,0.4207019507884979,0.5529389381408691,1e-04,0.008451595902442932,0.8215596079826355,0.850401759147644,0.9909639358520508,0.28462356328964233,0.2550561726093292,0.7151994109153748,0.00945466198027134,0.8036118745803833,0.805691123008728
17,0.9919964671134949,0.4500774145126343,0.42426353693008423,0.5499227643013,1e-04,0.008247955702245235,0.8252443671226501,0.8555161356925964,0.9913269281387329,0.28779375553131104,0.2593674063682556,0.7120275497436523,0.009060137905180454,0.8081899881362915,0.8213139772415161
18,0.9920851588249207,0.4540155827999115,0.4284994602203369,0.5459842085838318,1e-04,0.008152652531862259,0.8255726099014282,0.8602573871612549,0.9893100261688232,0.28063055872917175,0.249452143907547,0.7191952466964722,0.010958527214825153,0.731827974319458,0.8409035205841064
19,0.9921594262123108,0.45695337653160095,0.43106862902641296,0.5430465340614319,1e-04,0.008073866367340088,0.8262760043144226,0.863448441028595,0.991733193397522,0.2924957573413849,0.26465508341789246,0.7073221802711487,0.008655623532831669,0.8261377215385437,0.8176013231277466
20,0.9921951293945312,0.45945262908935547,0.4341736137866974,0.5405474305152893,1e-04,0.008020138368010521,0.8254826664924622,0.8670893907546997,0.9908519387245178,0.29112714529037476,0.2618541419506073,0.7086917757987976,0.009397835470736027,0.7781109809875488,0.8469585180282593
